ID,Thumbnail,Name,Type,"Attribute Set",SKU,Price,"Quantity per Source","Salable Quantity",Visibility,Status,Websites,Maattabel,Maat,"Kraag type",Pasvorm,Mouwlengte,"Default Original Qty",Eigenschappen,Materiaal,Borstzak,EAN,Capsule,Samenstelling,Duurzaamheid,"Marketing label","Creation Date"
29141," -","Profuomo off white royal twill overhemd-41","Simple Product",Default,PP2H00023A-41,€149.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",41,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172452166," -","100% katoen","OCS Blend 50"," -","2025-09-16 16:06:06"
29142," -","Profuomo off white royal twill overhemd-42","Simple Product",Default,PP2H00023A-42,€149.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",42,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172452173," -","100% katoen","OCS Blend 50"," -","2025-09-16 16:06:06"
29143," -","Profuomo off white royal twill overhemd-43","Simple Product",Default,PP2H00023A-43,€149.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172452180," -","100% katoen","OCS Blend 50"," -","2025-09-16 16:06:06"
29144," -","Profuomo off white royal twill overhemd-44","Simple Product",Default,PP2H00023A-44,€149.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172452197," -","100% katoen","OCS Blend 50"," -","2025-09-16 16:06:06"
29145," -","Profuomo off white royal twill overhemd-45","Simple Product",Default,PP2H00023A-45,€149.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",45,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172452203," -","100% katoen","OCS Blend 50"," -","2025-09-16 16:06:07"
29146,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2h00023a_0.jpg,"Profuomo off white royal twill overhemd","Configurable Product",Default,PP2H00023A," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden"," -",Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen","OCS Blend 50"," -","2025-09-16 16:06:07"
30037," -","Profuomo blauw two ply overhemd-38","Simple Product",Default,PP2H00012B-38,€89.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",38,Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172369754," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:34"
30038," -","Profuomo blauw two ply overhemd-39","Simple Product",Default,PP2H00012B-39,€89.95,"Default Source: 1, Supplier Stock: 19","Default Stock: 1, Supplier Stock: 18","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",39,Cutaway,"Regular fit","Lange mouw (normaal)",0," -",Katoen,"Zonder borstzak",8716172369761," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:34"
30039," -","Profuomo blauw two ply overhemd-40","Simple Product",Default,PP2H00012B-40,€89.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",40,Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172369778," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:35"
30040," -","Profuomo blauw two ply overhemd-41","Simple Product",Default,PP2H00012B-41,€89.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",41,Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172369785," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:35"
30041," -","Profuomo blauw two ply overhemd-42","Simple Product",Default,PP2H00012B-42,€89.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",42,Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172369792," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:35"
30042," -","Profuomo blauw two ply overhemd-43","Simple Product",Default,PP2H00012B-43,€89.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",43,Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172369808," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:35"
30043," -","Profuomo blauw two ply overhemd-44","Simple Product",Default,PP2H00012B-44,€89.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",44,Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172369815," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:35"
30044," -","Profuomo blauw two ply overhemd-45","Simple Product",Default,PP2H00012B-45,€89.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden",45,Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172369822," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:35"
30045,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2h00012b_0.jpg,"Profuomo blauw two ply overhemd","Configurable Product",Default,PP2H00012B," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo regular fit overhemden"," -",Cutaway,"Regular fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen","OCS Blend 50"," -","2025-09-16 19:19:41"
30046," -","Profuomo off-white extreme cutaway-37","Simple Product",Default,PP2H00008D-37,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",37,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451312,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:57"
30047," -","Profuomo off-white extreme cutaway-38","Simple Product",Default,PP2H00008D-38,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",38,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451329,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:57"
30048," -","Profuomo off-white extreme cutaway-39","Simple Product",Default,PP2H00008D-39,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",39,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451336,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:58"
30049," -","Profuomo off-white extreme cutaway-40","Simple Product",Default,PP2H00008D-40,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",40,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451343,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:58"
30050," -","Profuomo off-white extreme cutaway-41","Simple Product",Default,PP2H00008D-41,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",41,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451350,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:58"
30051," -","Profuomo off-white extreme cutaway-42","Simple Product",Default,PP2H00008D-42,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",42,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451367,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:58"
30052," -","Profuomo off-white extreme cutaway-43","Simple Product",Default,PP2H00008D-43,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451374,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:58"
30053," -","Profuomo off-white extreme cutaway-44","Simple Product",Default,PP2H00008D-44,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451381,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:58"
30054," -","Profuomo off-white extreme cutaway-45","Simple Product",Default,PP2H00008D-45,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",45,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172451398,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:58"
30055,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2h00008d_0.jpg,"Profuomo off-white extreme cutaway","Configurable Product",Default,PP2H00008D," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden"," -","Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -","Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:20:59"
30056," -","Profuomo navy japanese knitted overhemd-37","Simple Product",Default,PP2H00008C-37,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",37,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381893,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:30"
30057," -","Profuomo navy japanese knitted overhemd-38","Simple Product",Default,PP2H00008C-38,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",38,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381909,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:35"
30058," -","Profuomo navy japanese knitted overhemd-39","Simple Product",Default,PP2H00008C-39,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 19","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",39,"Extra cutaway","Slim fit","Lange mouw (normaal)",0," -",Katoen,"Zonder borstzak",8716172381916,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:35"
30059," -","Profuomo navy japanese knitted overhemd-40","Simple Product",Default,PP2H00008C-40,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",40,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381923,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:35"
30060," -","Profuomo navy japanese knitted overhemd-41","Simple Product",Default,PP2H00008C-41,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",41,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381930,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:35"
30061," -","Profuomo navy japanese knitted overhemd-42","Simple Product",Default,PP2H00008C-42,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",42,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381947,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:36"
30062," -","Profuomo navy japanese knitted overhemd-43","Simple Product",Default,PP2H00008C-43,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381954,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:36"
30063," -","Profuomo navy japanese knitted overhemd-44","Simple Product",Default,PP2H00008C-44,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381961,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:36"
30064," -","Profuomo navy japanese knitted overhemd-45","Simple Product",Default,PP2H00008C-45,€129.95,"Default Source: 1, Supplier Stock: 20","Default Stock: 1, Supplier Stock: 20","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",45,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172381978,"Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:36"
30065,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2h00008c_0.jpg,"Profuomo navy japanese knitted overhemd","Configurable Product",Default,PP2H00008C," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden"," -","Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -","Japanese knitted","50% katoen / 50% polyester"," -"," -","2025-09-16 19:22:41"
30088," -","Profuomo navy merino crewneck-S","Simple Product",Default,PP2J00011A-S,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",S,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:34:33"
30089," -","Profuomo navy merino crewneck-M","Simple Product",Default,PP2J00011A-M,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",M,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:34:34"
30090," -","Profuomo navy merino crewneck-L","Simple Product",Default,PP2J00011A-L,€99.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",L,"Ronde hals","Regular fit","Lange mouw (normaal)",0," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:34:34"
30091," -","Profuomo navy merino crewneck-XL","Simple Product",Default,PP2J00011A-XL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:34:34"
30092," -","Profuomo navy merino crewneck-XXL","Simple Product",Default,PP2J00011A-XXL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XXL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:34:34"
30093,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2j00011a_0.jpg,"Profuomo navy merino crewneck","Configurable Product",Default,PP2J00011A," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo regular fit truien"," -","Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol","Responsible Wool Standard 100"," -","2025-09-20 00:34:34"
30094," -","Profuomo grijze merino crewneck-S","Simple Product",Default,PP2J00011B-S,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",S,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:36:17"
30095," -","Profuomo grijze merino crewneck-M","Simple Product",Default,PP2J00011B-M,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",M,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:36:17"
30096," -","Profuomo grijze merino crewneck-L","Simple Product",Default,PP2J00011B-L,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",L,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:36:17"
30097," -","Profuomo grijze merino crewneck-XL","Simple Product",Default,PP2J00011B-XL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:36:18"
30098," -","Profuomo grijze merino crewneck-XXL","Simple Product",Default,PP2J00011B-XXL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XXL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:36:18"
30099,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2j00011b_0.jpg,"Profuomo grijze merino crewneck","Configurable Product",Default,PP2J00011B," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo regular fit truien"," -","Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol","Responsible Wool Standard 100"," -","2025-09-20 00:36:18"
30100," -","Profuomo bruine merino crewneck-S","Simple Product",Default,PP2J00011C-S,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",S,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:37:51"
30101," -","Profuomo bruine merino crewneck-M","Simple Product",Default,PP2J00011C-M,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",M,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:37:52"
30102," -","Profuomo bruine merino crewneck-L","Simple Product",Default,PP2J00011C-L,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",L,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:37:52"
30103," -","Profuomo bruine merino crewneck-XL","Simple Product",Default,PP2J00011C-XL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:37:52"
30104," -","Profuomo bruine merino crewneck-XXL","Simple Product",Default,PP2J00011C-XXL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XXL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:37:52"
30105,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2j00011c_0.jpg,"Profuomo bruine merino crewneck","Configurable Product",Default,PP2J00011C," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo regular fit truien"," -","Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol","Responsible Wool Standard 100"," -","2025-09-20 00:37:53"
30106," -","Profuomo beige merino crewneck-S","Simple Product",Default,PP2J00011D-S,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",S,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:39:30"
30107," -","Profuomo beige merino crewneck-M","Simple Product",Default,PP2J00011D-M,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",M,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:39:30"
30108," -","Profuomo beige merino crewneck-L","Simple Product",Default,PP2J00011D-L,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",L,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:39:30"
30109," -","Profuomo beige merino crewneck-XL","Simple Product",Default,PP2J00011D-XL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:39:30"
30110," -","Profuomo beige merino crewneck-XXL","Simple Product",Default,PP2J00011D-XXL,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XXL,"Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol"," -"," -","2025-09-20 00:39:30"
30111,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2j00011d_0.jpg,"Profuomo beige merino crewneck","Configurable Product",Default,PP2J00011D," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo regular fit truien"," -","Ronde hals","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak"," -",Merino,"100% wol","Responsible Wool Standard 100"," -","2025-09-20 00:39:31"
30112," -","Profuomo navy merino half zip-S","Simple Product",Default,PP2J00012A-S,€109.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",S,"Half zip","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak",8716172382470,Merino,"100% wol"," -"," -","2025-09-20 00:41:10"
30113," -","Profuomo navy merino half zip-M","Simple Product",Default,PP2J00012A-M,€109.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",M,"Half zip","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak",8716172382487,Merino,"100% wol"," -"," -","2025-09-20 00:41:10"
30114," -","Profuomo navy merino half zip-L","Simple Product",Default,PP2J00012A-L,€109.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",L,"Half zip","Regular fit","Lange mouw (normaal)",0," -",Wol,"Zonder borstzak",8716172382494,Merino,"100% wol"," -"," -","2025-09-20 00:41:10"
30115," -","Profuomo navy merino half zip-XL","Simple Product",Default,PP2J00012A-XL,€109.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo regular fit truien",XL,"Half zip","Regular fit","Lange mouw (normaal)"," -"," -",Wol,"Zonder borstzak",8716172382500,Merino,"100% wol"," -"," -","2025-09-20 00:41:10"
