timestamp,sku,stage,elapsed_seconds,details
2026-09-11 00:16:54.875,PPUO00007A,REGISTER_PRODUCT fill_form START,,
2026-09-11 00:17:10.743,PPUO00007A,REGISTER_PRODUCT fill_form ERROR,15.867,TimeoutException: Message:  Stacktrace: 	chromedriver!GetHandleVerifier [0x7ff63a98abb5+151b5] 	chromedriver!GetHandleVerifier [0x7ff63a98ac10+15210] 	chromedriver!(No symbol) [0x7ff63a4b5d6d] 	chromedriver!(No symbol) [0x7ff63a511289] 	chromedriver!(No symbol) [0x7ff63a51158c] 	chromedriver!(No symbol) [0x7ff63a562027] 	chromedriver!(No symbol) [0x7ff63a55ec0b] 	chromedriver!(No symbol) [0x7ff63a5037cc] 	chromedriver!(No symbol) [0x7ff63a5046f3] 	chromedriver!GetHandleVerifier [0x7ff63afab79b+635d9b] 	chromedriver!GetHandleVerifier [0x7ff63afa5ac6+6300c6] 	chromedriver!GetHandleVerifier [0x7ff63afcbcee+6562ee] 	chromedriver!GetHandleVerifier [0x7ff63a9a8ffe+335fe] 	chromedriver!GetHandleVerifier [0x7ff63a9b147c+3ba7c] 	chromedriver!GetHandleVerifier [0x7ff63a994d64+1f364] 	chromedriver!GetHandleVerifier [0x7ff63a994ef4+1f4f4] 	chromedriver!GetHandleVerifier [0x7ff63a977d97+2397] 	KERNEL32!BaseThreadInitThunk [0x7ff9dc1a84d4+14] 	ntdll!RtlUserThreadStart [0x7ff9de781d21+21] 
2026-09-11 00:17:14.514,PP2R00005B,REGISTER_PRODUCT START,,
2026-09-11 00:17:14.515,PP2R00005B,REGISTER_PRODUCT fill_form START,,
2026-09-11 00:17:40.483,PP2R00005B,REGISTER_PRODUCT fill_form ERROR,25.967,TimeoutException: Message:  Stacktrace: 	chromedriver!GetHandleVerifier [0x7ff63a98abb5+151b5] 	chromedriver!GetHandleVerifier [0x7ff63a98ac10+15210] 	chromedriver!(No symbol) [0x7ff63a4b5d6d] 	chromedriver!(No symbol) [0x7ff63a511289] 	chromedriver!(No symbol) [0x7ff63a51158c] 	chromedriver!(No symbol) [0x7ff63a562027] 	chromedriver!(No symbol) [0x7ff63a55ec0b] 	chromedriver!(No symbol) [0x7ff63a5037cc] 	chromedriver!(No symbol) [0x7ff63a5046f3] 	chromedriver!GetHandleVerifier [0x7ff63afab79b+635d9b] 	chromedriver!GetHandleVerifier [0x7ff63afa5ac6+6300c6] 	chromedriver!GetHandleVerifier [0x7ff63afcbcee+6562ee] 	chromedriver!GetHandleVerifier [0x7ff63a9a8ffe+335fe] 	chromedriver!GetHandleVerifier [0x7ff63a9b147c+3ba7c] 	chromedriver!GetHandleVerifier [0x7ff63a994d64+1f364] 	chromedriver!GetHandleVerifier [0x7ff63a994ef4+1f4f4] 	chromedriver!GetHandleVerifier [0x7ff63a977d97+2397] 	KERNEL32!BaseThreadInitThunk [0x7ff9dc1a84d4+14] 	ntdll!RtlUserThreadStart [0x7ff9de781d21+21] 
2026-09-11 00:17:43.175,PP2R00005A,REGISTER_PRODUCT START,,
2026-09-11 00:17:43.176,PP2R00005A,REGISTER_PRODUCT fill_form START,,
2026-09-11 00:18:08.672,PP2R00005A,REGISTER_PRODUCT fill_form ERROR,25.494,TimeoutException: Message:  Stacktrace: 	chromedriver!GetHandleVerifier [0x7ff63a98abb5+151b5] 	chromedriver!GetHandleVerifier [0x7ff63a98ac10+15210] 	chromedriver!(No symbol) [0x7ff63a4b5d6d] 	chromedriver!(No symbol) [0x7ff63a511289] 	chromedriver!(No symbol) [0x7ff63a51158c] 	chromedriver!(No symbol) [0x7ff63a562027] 	chromedriver!(No symbol) [0x7ff63a55ec0b] 	chromedriver!(No symbol) [0x7ff63a5037cc] 	chromedriver!(No symbol) [0x7ff63a5046f3] 	chromedriver!GetHandleVerifier [0x7ff63afab79b+635d9b] 	chromedriver!GetHandleVerifier [0x7ff63afa5ac6+6300c6] 	chromedriver!GetHandleVerifier [0x7ff63afcbcee+6562ee] 	chromedriver!GetHandleVerifier [0x7ff63a9a8ffe+335fe] 	chromedriver!GetHandleVerifier [0x7ff63a9b147c+3ba7c] 	chromedriver!GetHandleVerifier [0x7ff63a994d64+1f364] 	chromedriver!GetHandleVerifier [0x7ff63a994ef4+1f4f4] 	chromedriver!GetHandleVerifier [0x7ff63a977d97+2397] 	KERNEL32!BaseThreadInitThunk [0x7ff9dc1a84d4+14] 	ntdll!RtlUserThreadStart [0x7ff9de781d21+21] 
2026-09-11 20:15:18.533,226110550-101,REGISTER_PRODUCT START,,
2026-09-11 20:15:18.534,226110550-101,REGISTER_PRODUCT fill_form START,,
2026-09-11 20:15:18.535,226110550-101,REGISTER_PRODUCT fill_form END,0.000,
2026-09-11 20:15:18.536,226110550-101,REGISTER_PRODUCT save_product START,,
2026-09-11 20:15:18.537,226110550-101,REGISTER_PRODUCT save_product END,0.000,
2026-09-11 20:15:18.538,226110550-101,REGISTER_PRODUCT post-save sleep START,,
2026-09-11 20:15:18.539,226110550-101,REGISTER_PRODUCT post-save sleep END,10.000,
2026-09-11 20:15:18.540,226110550-101,REGISTER_PRODUCT wait product name poll START,,
2026-09-11 20:15:18.540,226110550-101,REGISTER_PRODUCT wait product name END,0.001,
2026-09-11 20:15:18.541,226110550-101,STATE before-go-to-catalogue START,,
2026-09-11 20:15:18.542,226110550-101,STATE before-go-to-catalogue END,0.000,{}
2026-09-11 20:15:18.543,226110550-101,REGISTER_PRODUCT go_to_product_catalogue START,,
2026-09-11 20:15:18.543,226110550-101,REGISTER_PRODUCT go_to_product_catalogue END,0.000,
2026-09-11 20:15:18.544,226110550-101,REGISTER_PRODUCT go_to_form START,,
2026-09-11 20:15:18.546,226110550-101,REGISTER_PRODUCT go_to_form END,0.000,
2026-09-11 20:15:18.547,226110550-101,REGISTER_PRODUCT wait new form product name START,,
2026-09-11 20:15:18.548,226110550-101,REGISTER_PRODUCT wait new form product name END,0.000,
2026-09-11 20:15:18.549,226110550-101,REGISTER_PRODUCT END,,
2026-09-11 20:15:18.554,,SAVE_PRODUCT START,,
2026-09-11 20:15:18.555,,STATE before-pre-save-idle START,,
2026-09-11 20:15:18.555,,STATE before-pre-save-idle END,0.000,null
2026-09-11 20:15:18.556,,SAVE_PRODUCT wait idle before click START,,
2026-09-11 20:15:18.557,,SAVE_PRODUCT wait idle before click END,0.000,
2026-09-11 20:15:18.557,,SAVE_PRODUCT original_url START,,
2026-09-11 20:15:18.558,,SAVE_PRODUCT original_url END,0.000,https://luxeoverhemden.nl/admin/catalog/product/new/
2026-09-11 20:15:18.559,,DRAIN LOGS before-save-click START,,
2026-09-11 20:15:18.560,,DRAIN LOGS before-save-click END,0.000,browser_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'; performance_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'
2026-09-11 20:15:18.560,,SAVE_PRODUCT find save button START,,
2026-09-11 20:15:18.562,,SAVE_PRODUCT find save button END,0.000,
2026-09-11 20:15:18.564,,SAVE_PRODUCT click save START,,
2026-09-11 20:15:18.564,,SAVE_PRODUCT click save END,0.000,
2026-09-11 20:15:18.565,,STATE after-save-click START,,
2026-09-11 20:15:18.566,,STATE after-save-click END,0.000,null
2026-09-11 20:15:18.567,,DRAIN LOGS after-save-click START,,
2026-09-11 20:15:18.568,,DRAIN LOGS after-save-click END,0.000,browser_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'; performance_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'
2026-09-11 20:15:18.569,,STATE before-save-timeout-refresh START,,
2026-09-11 20:15:18.569,,STATE before-save-timeout-refresh END,0.000,null
2026-09-11 20:15:18.570,,RECOVER refresh START,,
2026-09-11 20:15:18.571,,RECOVER refresh END,0.000,
2026-09-11 20:15:18.572,,STATE after-save-timeout-refresh START,,
2026-09-11 20:15:18.572,,STATE after-save-timeout-refresh END,0.000,null
2026-09-11 20:15:18.573,,RECOVER wait idle after refresh START,,
2026-09-11 20:15:18.574,,RECOVER wait idle after refresh END,0.000,
2026-09-11 20:15:18.575,,SAVE_PRODUCT END,,driver_timeout_recovered
2026-09-11 20:15:18.576,,SAVE_PRODUCT START,,
2026-09-11 20:15:18.577,,STATE before-pre-save-idle START,,
2026-09-11 20:15:18.578,,STATE before-pre-save-idle END,0.000,null
2026-09-11 20:15:18.579,,SAVE_PRODUCT wait idle before click START,,
2026-09-11 20:15:18.580,,SAVE_PRODUCT wait idle before click END,0.000,
2026-09-11 20:15:18.581,,SAVE_PRODUCT original_url START,,
2026-09-11 20:15:18.583,,SAVE_PRODUCT original_url END,0.000,https://luxeoverhemden.nl/admin/catalog/product/new/
2026-09-11 20:15:18.584,,DRAIN LOGS before-save-click START,,
2026-09-11 20:15:18.585,,DRAIN LOGS before-save-click END,0.000,browser_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'; performance_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'
2026-09-11 20:15:18.586,,SAVE_PRODUCT find save button START,,
2026-09-11 20:15:18.587,,SAVE_PRODUCT find save button END,0.000,
2026-09-11 20:15:18.588,,SAVE_PRODUCT click save START,,
2026-09-11 20:15:18.589,,SAVE_PRODUCT click save END,0.000,
2026-09-11 20:15:18.590,,STATE after-save-click START,,
2026-09-11 20:15:18.591,,STATE after-save-click END,0.000,null
2026-09-11 20:15:18.592,,DRAIN LOGS after-save-click START,,
2026-09-11 20:15:18.593,,DRAIN LOGS after-save-click END,0.000,browser_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'; performance_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'
2026-09-11 20:15:18.595,,SAVE_PRODUCT wait idle after click START,,
2026-09-11 20:15:18.596,,SAVE_PRODUCT wait idle after click ERROR,0.000,TimeoutException: Message: loader stayed visible 
2026-09-11 20:15:18.597,,STATE after-save-idle-timeout START,,
2026-09-11 20:15:18.598,,STATE after-save-idle-timeout END,0.000,null
2026-09-11 20:15:18.599,,DRAIN LOGS after-save-idle-timeout START,,
2026-09-11 20:15:18.600,,DRAIN LOGS after-save-idle-timeout END,0.000,browser_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'; performance_log_error=AttributeError: 'FakeDriver' object has no attribute 'get_log'
2026-09-11 20:15:18.601,,STATE before-save-timeout-refresh START,,
2026-09-11 20:15:18.602,,STATE before-save-timeout-refresh END,0.000,null
2026-09-11 20:15:18.603,,RECOVER refresh START,,
2026-09-11 20:15:18.604,,RECOVER refresh END,0.000,
2026-09-11 20:15:18.605,,STATE after-save-timeout-refresh START,,
2026-09-11 20:15:18.607,,STATE after-save-timeout-refresh END,0.000,null
2026-09-11 20:15:18.608,,RECOVER wait idle after refresh START,,
2026-09-11 20:15:18.609,,RECOVER wait idle after refresh END,0.000,
2026-09-11 20:15:18.610,,STATE save-product-end START,,
2026-09-11 20:15:18.612,,STATE save-product-end END,0.000,null
2026-09-11 20:15:18.613,,SAVE_PRODUCT END,,result=saved
